method,split,stress_level,seed,rows,success,ci95_success,credit_f1,ci95_credit_f1,delayed_blame_f1,ci95_delayed_blame_f1,false_credit,ci95_false_credit,missed_credit,ci95_missed_credit,irreversible_side_effect,ci95_irreversible_side_effect,wasted_action_rate,ci95_wasted_action_rate,early_correction,ci95_early_correction,correction_latency,ci95_correction_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility
sequence_contrastive_credit,stress_09,1.00000,8,48,0.60069,0.05565,0.33333,0.04665,0.28472,0.05584,0.13194,0.03885,0.38194,0.05050,0.10069,0.03333,0.15278,0.04332,0.32986,0.05712,0.81767,0.02281,0.10627,0.00479,0.34313,0.00633,0.01913,0.07164
sequence_contrastive_credit,stress_09,1.00000,9,48,0.64583,0.06424,0.32639,0.05143,0.26736,0.04739,0.15278,0.04439,0.31250,0.05383,0.07986,0.03224,0.17014,0.04068,0.28819,0.04638,0.81682,0.02322,0.10628,0.00489,0.34402,0.00669,0.09572,0.08538
temporal_difference_world_model,stress_00,0.00000,0,48,0.74306,0.04235,0.52778,0.05782,0.59028,0.06225,0.03125,0.01860,0.14236,0.04664,0.02083,0.01576,0.07292,0.03627,0.47222,0.05531,0.51121,0.01143,0.00200,0.00000,0.19393,0.00445,0.50119,0.05916
temporal_difference_world_model,stress_00,0.00000,1,48,0.70139,0.05324,0.52778,0.05943,0.59375,0.05045,0.02778,0.01776,0.17708,0.04706,0.01736,0.01456,0.07986,0.02916,0.44097,0.06189,0.51220,0.01141,0.00201,0.00001,0.19308,0.00469,0.44596,0.05957
temporal_difference_world_model,stress_00,0.00000,2,48,0.73264,0.05123,0.50000,0.05415,0.56944,0.06215,0.02778,0.01776,0.15278,0.03870,0.00347,0.00681,0.07986,0.02749,0.45833,0.06266,0.51089,0.01168,0.00201,0.00002,0.19361,0.00464,0.50290,0.05689
temporal_difference_world_model,stress_00,0.00000,3,48,0.71528,0.04859,0.51042,0.05869,0.55903,0.05629,0.02083,0.01576,0.20833,0.04404,0.00000,0.00000,0.08681,0.02749,0.45139,0.04956,0.51147,0.01153,0.00200,0.00000,0.19368,0.00441,0.46496,0.05559
temporal_difference_world_model,stress_00,0.00000,4,48,0.70139,0.05992,0.56944,0.06215,0.55556,0.05863,0.04167,0.02281,0.20833,0.04715,0.01389,0.01317,0.06597,0.03035,0.43403,0.05393,0.51071,0.01160,0.00200,0.00000,0.19221,0.00495,0.43883,0.06858
temporal_difference_world_model,stress_00,0.00000,5,48,0.66667,0.06525,0.54861,0.05992,0.60417,0.06045,0.03472,0.02166,0.15278,0.04107,0.01042,0.01509,0.08333,0.03076,0.39583,0.05112,0.51141,0.01150,0.00200,0.00000,0.19339,0.00481,0.42372,0.06819
temporal_difference_world_model,stress_00,0.00000,6,48,0.71528,0.05050,0.48958,0.05451,0.62153,0.06208,0.05903,0.03150,0.14236,0.04349,0.01389,0.01637,0.07986,0.03224,0.44792,0.06315,0.51077,0.01164,0.00201,0.00003,0.19367,0.00461,0.46348,0.05304
temporal_difference_world_model,stress_00,0.00000,7,48,0.72917,0.04827,0.50694,0.05498,0.52431,0.05586,0.02431,0.01943,0.16667,0.04350,0.02778,0.02025,0.06944,0.02722,0.45833,0.06035,0.51249,0.01156,0.00200,0.00000,0.19415,0.00467,0.47473,0.05440
temporal_difference_world_model,stress_00,0.00000,8,48,0.73611,0.04439,0.54514,0.06131,0.57639,0.05498,0.04167,0.02281,0.16667,0.04010,0.00694,0.00952,0.06597,0.02706,0.42708,0.06445,0.51073,0.01139,0.00200,0.00000,0.19225,0.00457,0.49869,0.04853
temporal_difference_world_model,stress_00,0.00000,9,48,0.67014,0.05955,0.57986,0.05326,0.55556,0.05357,0.04861,0.02374,0.13889,0.04698,0.01389,0.01317,0.06597,0.02525,0.47917,0.05640,0.50999,0.01130,0.00201,0.00001,0.19235,0.00465,0.43353,0.07155
temporal_difference_world_model,stress_01,0.11111,0,48,0.73611,0.05573,0.48611,0.05488,0.54167,0.06190,0.04167,0.02063,0.16319,0.04509,0.01042,0.01153,0.10069,0.03187,0.46528,0.07078,0.53289,0.01289,0.00370,0.00080,0.20234,0.00466,0.47112,0.06683
temporal_difference_world_model,stress_01,0.11111,1,48,0.71528,0.04956,0.52431,0.05995,0.54167,0.05713,0.03472,0.02166,0.22569,0.04613,0.00347,0.00681,0.08333,0.02918,0.45139,0.05143,0.53327,0.01279,0.00330,0.00063,0.20292,0.00446,0.44575,0.06115
temporal_difference_world_model,stress_01,0.11111,2,48,0.70833,0.05956,0.57639,0.05832,0.51042,0.05363,0.05556,0.02634,0.21528,0.04558,0.02431,0.01682,0.06250,0.02856,0.42014,0.05835,0.53256,0.01284,0.00356,0.00074,0.20181,0.00506,0.42327,0.06703
temporal_difference_world_model,stress_01,0.11111,3,48,0.64583,0.06570,0.55208,0.06315,0.55903,0.06112,0.05903,0.02834,0.18403,0.04376,0.01736,0.01751,0.10417,0.03590,0.40625,0.05494,0.53294,0.01295,0.00359,0.00076,0.20209,0.00487,0.35397,0.06848
temporal_difference_world_model,stress_01,0.11111,4,48,0.73611,0.05131,0.46875,0.05969,0.59722,0.05903,0.05556,0.02808,0.14583,0.04827,0.01389,0.01317,0.07986,0.03224,0.43056,0.05313,0.53294,0.01267,0.00363,0.00076,0.20306,0.00483,0.48084,0.04955
temporal_difference_world_model,stress_01,0.11111,5,48,0.74306,0.04558,0.48958,0.05705,0.54514,0.05815,0.03125,0.02509,0.19444,0.04991,0.03472,0.02166,0.06597,0.02525,0.45139,0.06071,0.53531,0.01277,0.00352,0.00072,0.20368,0.00467,0.46436,0.05496
temporal_difference_world_model,stress_01,0.11111,6,48,0.73958,0.04552,0.54167,0.06113,0.55903,0.05100,0.06597,0.03333,0.18056,0.04107,0.01736,0.01456,0.07292,0.02903,0.42708,0.06144,0.53200,0.01237,0.00364,0.00076,0.20131,0.00471,0.46537,0.05616
temporal_difference_world_model,stress_01,0.11111,7,48,0.65625,0.06106,0.55903,0.05875,0.51736,0.04982,0.05903,0.02478,0.14583,0.04309,0.02083,0.01576,0.07292,0.02903,0.48611,0.05822,0.53190,0.01261,0.00354,0.00071,0.20262,0.00478,0.39615,0.06828
temporal_difference_world_model,stress_01,0.11111,8,48,0.73611,0.05038,0.47917,0.05556,0.56944,0.05131,0.02778,0.02025,0.18750,0.04728,0.03125,0.02099,0.08681,0.03224,0.49653,0.05544,0.53402,0.01307,0.00359,0.00073,0.20305,0.00475,0.45310,0.06683
temporal_difference_world_model,stress_01,0.11111,9,48,0.68056,0.05223,0.52431,0.06451,0.58681,0.05501,0.04514,0.02525,0.18750,0.04523,0.00694,0.00952,0.09722,0.03484,0.46875,0.06426,0.53171,0.01283,0.00367,0.00081,0.20244,0.00458,0.40986,0.05774
temporal_difference_world_model,stress_02,0.22222,0,48,0.74306,0.06071,0.57292,0.06590,0.47917,0.04728,0.05556,0.02448,0.23264,0.04429,0.03472,0.02166,0.08333,0.03076,0.42361,0.05992,0.55484,0.01434,0.00908,0.00219,0.20990,0.00487,0.42232,0.06160
temporal_difference_world_model,stress_02,0.22222,1,48,0.64931,0.06170,0.54514,0.06359,0.56597,0.06054,0.07292,0.02903,0.21181,0.05123,0.01736,0.01456,0.11111,0.03931,0.37847,0.05975,0.55463,0.01416,0.00927,0.00219,0.20993,0.00488,0.33088,0.07298
temporal_difference_world_model,stress_02,0.22222,2,48,0.75694,0.04859,0.45833,0.06035,0.56944,0.05740,0.06250,0.03018,0.14931,0.04376,0.01736,0.01456,0.08333,0.03226,0.44097,0.04509,0.55465,0.01411,0.00929,0.00214,0.21093,0.00496,0.48699,0.05723
temporal_difference_world_model,stress_02,0.22222,3,48,0.72569,0.04613,0.49653,0.06112,0.56597,0.05304,0.04167,0.02664,0.17708,0.04903,0.04514,0.02330,0.09028,0.03501,0.43750,0.06712,0.55629,0.01399,0.00919,0.00213,0.21157,0.00449,0.41895,0.05940
temporal_difference_world_model,stress_02,0.22222,4,48,0.74306,0.04345,0.52083,0.06045,0.53819,0.05349,0.06597,0.03187,0.19097,0.04349,0.02431,0.01682,0.08681,0.03074,0.44792,0.06163,0.55418,0.01381,0.00931,0.00218,0.21034,0.00442,0.44421,0.05805
temporal_difference_world_model,stress_02,0.22222,5,48,0.64583,0.05640,0.55208,0.05601,0.50694,0.05992,0.06250,0.02503,0.15278,0.04107,0.02083,0.01576,0.08333,0.02751,0.46528,0.05668,0.55481,0.01392,0.00933,0.00214,0.21194,0.00478,0.37057,0.06718
temporal_difference_world_model,stress_02,0.22222,6,48,0.73264,0.05214,0.47222,0.05943,0.50000,0.05587,0.03819,0.02003,0.19444,0.04386,0.02431,0.01943,0.09375,0.03627,0.47917,0.05805,0.55602,0.01429,0.00932,0.00217,0.21060,0.00467,0.44107,0.06903
temporal_difference_world_model,stress_02,0.22222,7,48,0.66667,0.05147,0.52083,0.06199,0.53819,0.05259,0.05903,0.02478,0.18403,0.04689,0.01736,0.01751,0.09722,0.03618,0.45139,0.05832,0.55400,0.01396,0.00935,0.00223,0.21074,0.00466,0.37528,0.06318
temporal_difference_world_model,stress_02,0.22222,8,48,0.64583,0.05112,0.53472,0.05584,0.56250,0.06123,0.04861,0.02566,0.21528,0.05584,0.01042,0.01153,0.10069,0.03472,0.44792,0.05848,0.55497,0.01415,0.00913,0.00213,0.21070,0.00470,0.35167,0.05908
temporal_difference_world_model,stress_02,0.22222,9,48,0.73611,0.05822,0.47222,0.04798,0.50000,0.05916,0.06944,0.03050,0.16667,0.04010,0.02431,0.01682,0.07292,0.02556,0.45139,0.06594,0.55511,0.01372,0.00906,0.00206,0.20942,0.00487,0.45429,0.06491
temporal_difference_world_model,stress_03,0.33333,0,48,0.72569,0.06189,0.44444,0.06022,0.54514,0.05123,0.04861,0.02744,0.14236,0.03766,0.01736,0.01456,0.07986,0.03766,0.44792,0.04257,0.57625,0.01518,0.01786,0.00332,0.21833,0.00486,0.46333,0.06523
temporal_difference_world_model,stress_03,0.33333,1,48,0.69792,0.05022,0.49306,0.05992,0.55903,0.06034,0.05556,0.02971,0.18056,0.05038,0.03125,0.02099,0.10764,0.04613,0.42361,0.06071,0.57815,0.01524,0.01777,0.00328,0.21946,0.00438,0.38338,0.06618
temporal_difference_world_model,stress_03,0.33333,2,48,0.73264,0.04638,0.53472,0.05498,0.53125,0.05297,0.07292,0.02903,0.20833,0.04183,0.02431,0.01682,0.10417,0.03456,0.41319,0.05915,0.57648,0.01509,0.01790,0.00326,0.21854,0.00447,0.40815,0.06636
temporal_difference_world_model,stress_03,0.33333,3,48,0.64236,0.04764,0.52083,0.06123,0.50694,0.05992,0.06597,0.02525,0.17361,0.04122,0.02778,0.01776,0.09722,0.03618,0.44444,0.06022,0.57597,0.01533,0.01803,0.00330,0.22048,0.00476,0.33635,0.06119
temporal_difference_world_model,stress_03,0.33333,4,48,0.74306,0.05324,0.45833,0.05630,0.48264,0.05774,0.04861,0.02566,0.17361,0.04005,0.03819,0.02226,0.09722,0.03346,0.44097,0.05371,0.57671,0.01549,0.01797,0.00329,0.21873,0.00442,0.43380,0.07495
temporal_difference_world_model,stress_03,0.33333,5,48,0.68403,0.05259,0.50347,0.06560,0.49653,0.05794,0.06250,0.02686,0.21181,0.04638,0.02083,0.01852,0.10417,0.03456,0.43750,0.05294,0.57601,0.01538,0.01810,0.00335,0.21889,0.00455,0.36696,0.05800
temporal_difference_world_model,stress_03,0.33333,6,48,0.63542,0.05115,0.52083,0.05470,0.52778,0.06100,0.04514,0.02330,0.22917,0.05470,0.01736,0.01751,0.11111,0.03552,0.41319,0.06073,0.57669,0.01520,0.01786,0.00329,0.21799,0.00453,0.31882,0.06185
temporal_difference_world_model,stress_03,0.33333,7,48,0.71875,0.05161,0.44792,0.04578,0.49306,0.05584,0.07292,0.02903,0.21181,0.04638,0.03472,0.01935,0.08333,0.02918,0.42361,0.06225,0.57672,0.01509,0.01775,0.00320,0.21742,0.00483,0.39424,0.06079
temporal_difference_world_model,stress_03,0.33333,8,48,0.67361,0.05992,0.47222,0.05444,0.54167,0.05630,0.04514,0.02330,0.20139,0.04558,0.01736,0.01751,0.11806,0.03762,0.39236,0.05282,0.57559,0.01510,0.01763,0.00325,0.21788,0.00473,0.36456,0.06694
temporal_difference_world_model,stress_03,0.33333,9,48,0.72222,0.05085,0.47222,0.05943,0.52083,0.05723,0.04861,0.02374,0.23264,0.04838,0.01389,0.01317,0.06944,0.02722,0.41667,0.05671,0.57671,0.01524,0.01772,0.00325,0.21878,0.00437,0.43216,0.06967
temporal_difference_world_model,stress_04,0.44444,0,48,0.72222,0.05357,0.51042,0.05869,0.51736,0.05691,0.06944,0.02722,0.21528,0.04761,0.03472,0.02374,0.11111,0.03809,0.42014,0.05414,0.59809,0.01657,0.02904,0.00364,0.22640,0.00453,0.37637,0.07364
temporal_difference_world_model,stress_04,0.44444,1,48,0.63542,0.04830,0.52083,0.06199,0.50694,0.05992,0.06597,0.02525,0.20833,0.04404,0.02778,0.01776,0.09028,0.03634,0.43056,0.05488,0.59863,0.01669,0.02894,0.00368,0.22837,0.00481,0.31463,0.06530
temporal_difference_world_model,stress_04,0.44444,2,48,0.72569,0.05371,0.44792,0.05601,0.51042,0.05537,0.05556,0.02246,0.20486,0.04376,0.03819,0.02003,0.11111,0.03416,0.39583,0.05556,0.59819,0.01662,0.02892,0.00368,0.22667,0.00424,0.38706,0.06690
temporal_difference_world_model,stress_04,0.44444,3,48,0.67708,0.05537,0.49306,0.05498,0.46528,0.06071,0.06944,0.02722,0.24306,0.04956,0.02778,0.02025,0.09028,0.03634,0.43750,0.05470,0.59799,0.01665,0.02922,0.00372,0.22600,0.00438,0.34012,0.06077
temporal_difference_world_model,stress_04,0.44444,4,48,0.64583,0.04728,0.47222,0.05444,0.52778,0.06177,0.05208,0.02413,0.23264,0.04838,0.02778,0.02025,0.12153,0.03734,0.37847,0.05565,0.59846,0.01654,0.02896,0.00367,0.22503,0.00472,0.30215,0.06135
temporal_difference_world_model,stress_04,0.44444,5,48,0.68056,0.05740,0.43750,0.05112,0.46181,0.05774,0.06944,0.02891,0.22917,0.04626,0.04861,0.02374,0.09028,0.03634,0.38889,0.05782,0.59819,0.01656,0.02880,0.00357,0.22569,0.00481,0.32651,0.06930
temporal_difference_world_model,stress_04,0.44444,6,48,0.67361,0.05324,0.43403,0.06054,0.50347,0.05458,0.05903,0.02834,0.21528,0.04660,0.02778,0.01776,0.14236,0.03766,0.38889,0.06328,0.59853,0.01640,0.02883,0.00370,0.22601,0.00446,0.32097,0.05797
temporal_difference_world_model,stress_04,0.44444,7,48,0.70486,0.05523,0.43403,0.06208,0.48958,0.05092,0.05903,0.02478,0.21875,0.04878,0.02431,0.01943,0.09028,0.02911,0.43403,0.06208,0.59817,0.01654,0.02874,0.00369,0.22618,0.00456,0.38694,0.07075
temporal_difference_world_model,stress_04,0.44444,8,48,0.71875,0.05069,0.51042,0.05622,0.51042,0.05092,0.04861,0.02374,0.21875,0.04680,0.03819,0.02003,0.11806,0.03501,0.48958,0.06183,0.59760,0.01645,0.02918,0.00364,0.22576,0.00484,0.37338,0.06457
temporal_difference_world_model,stress_04,0.44444,9,48,0.68750,0.05640,0.45833,0.05101,0.52778,0.05699,0.09722,0.03618,0.21528,0.05584,0.03125,0.01860,0.11111,0.03552,0.35764,0.05501,0.59798,0.01683,0.02899,0.00362,0.22535,0.00446,0.33216,0.06661
temporal_difference_world_model,stress_05,0.55556,0,48,0.68403,0.05169,0.46875,0.05889,0.49306,0.05751,0.07986,0.02749,0.22917,0.04924,0.04861,0.02374,0.13194,0.03762,0.37153,0.06015,0.62007,0.01783,0.04023,0.00397,0.23386,0.00418,0.29474,0.07283
temporal_difference_world_model,stress_05,0.55556,1,48,0.67361,0.05913,0.50694,0.05143,0.46528,0.06375,0.07639,0.03069,0.22917,0.04417,0.03472,0.02166,0.09375,0.03627,0.41667,0.05327,0.62011,0.01779,0.04072,0.00396,0.23352,0.00443,0.32490,0.06353
temporal_difference_world_model,stress_05,0.55556,2,48,0.67014,0.05006,0.48958,0.05537,0.52778,0.05943,0.04167,0.02281,0.22569,0.04911,0.03125,0.02099,0.11458,0.03249,0.37153,0.05349,0.61987,0.01792,0.04031,0.00392,0.23311,0.00464,0.33053,0.06239
temporal_difference_world_model,stress_05,0.55556,3,48,0.69097,0.05237,0.41319,0.05501,0.46181,0.06321,0.07292,0.03212,0.27083,0.05112,0.04514,0.02330,0.08681,0.04009,0.41319,0.05053,0.62006,0.01807,0.04012,0.00384,0.23299,0.00462,0.31933,0.06751
temporal_difference_world_model,stress_05,0.55556,4,48,0.65972,0.05498,0.43403,0.06720,0.50000,0.05671,0.06250,0.02856,0.22222,0.05616,0.03819,0.02430,0.14583,0.03845,0.39583,0.06275,0.61996,0.01769,0.04029,0.00391,0.23347,0.00472,0.28454,0.06140
temporal_difference_world_model,stress_05,0.55556,5,48,0.71181,0.05895,0.43750,0.05112,0.45833,0.04912,0.04861,0.02374,0.24653,0.04349,0.04167,0.02664,0.10069,0.03333,0.39236,0.05544,0.62024,0.01786,0.04031,0.00399,0.23375,0.00467,0.35720,0.08147
temporal_difference_world_model,stress_05,0.55556,6,48,0.70833,0.05007,0.46181,0.05523,0.50347,0.05192,0.05556,0.02634,0.23958,0.04854,0.04861,0.02374,0.11806,0.03885,0.46528,0.06449,0.62000,0.01769,0.04056,0.00391,0.23388,0.00492,0.33493,0.06295
temporal_difference_world_model,stress_05,0.55556,7,48,0.66319,0.05192,0.43750,0.04728,0.49653,0.05955,0.11806,0.04761,0.23264,0.05214,0.03472,0.01935,0.12847,0.03539,0.35417,0.04924,0.62013,0.01801,0.04037,0.00390,0.23334,0.00467,0.27152,0.06604
temporal_difference_world_model,stress_05,0.55556,8,48,0.69444,0.05943,0.49653,0.05955,0.52083,0.06045,0.09028,0.03501,0.24653,0.05414,0.02083,0.01576,0.12153,0.04210,0.37500,0.06415,0.62104,0.01844,0.04049,0.00393,0.23275,0.00501,0.32970,0.08489
temporal_difference_world_model,stress_05,0.55556,9,48,0.65625,0.06334,0.48611,0.04545,0.48264,0.04789,0.08333,0.03639,0.22917,0.05294,0.04514,0.02330,0.10417,0.03720,0.44444,0.04991,0.62006,0.01761,0.04038,0.00400,0.23361,0.00448,0.28632,0.07707
temporal_difference_world_model,stress_06,0.66667,0,48,0.67361,0.04956,0.46181,0.04789,0.51042,0.05274,0.06250,0.02503,0.23958,0.05407,0.04167,0.02281,0.11111,0.03274,0.37500,0.05192,0.64127,0.01926,0.05179,0.00421,0.24086,0.00488,0.30452,0.06384
temporal_difference_world_model,stress_06,0.66667,1,48,0.67361,0.05234,0.41319,0.05414,0.49653,0.05875,0.08681,0.03368,0.28125,0.05161,0.05208,0.02602,0.09028,0.03885,0.42014,0.05326,0.64123,0.01930,0.05163,0.00418,0.24081,0.00471,0.27683,0.07025
temporal_difference_world_model,stress_06,0.66667,2,48,0.63889,0.05357,0.40278,0.06440,0.46875,0.05385,0.06944,0.02722,0.25347,0.05414,0.05208,0.03100,0.14236,0.04456,0.41319,0.06808,0.64212,0.01910,0.05170,0.00421,0.24114,0.00493,0.22967,0.06807
temporal_difference_world_model,stress_06,0.66667,3,48,0.70139,0.05498,0.40972,0.05412,0.43056,0.04944,0.06250,0.02686,0.27778,0.05085,0.05903,0.02996,0.11111,0.03552,0.39236,0.05192,0.64147,0.01904,0.05181,0.00422,0.24150,0.00496,0.29712,0.07580
temporal_difference_world_model,stress_06,0.66667,4,48,0.70486,0.05436,0.45486,0.05480,0.49306,0.05668,0.05556,0.02448,0.25347,0.05586,0.04861,0.02374,0.12500,0.03951,0.44097,0.07047,0.64186,0.01903,0.05195,0.00415,0.24126,0.00530,0.31691,0.06978
temporal_difference_world_model,stress_06,0.66667,5,48,0.64583,0.05640,0.41319,0.05835,0.47222,0.06177,0.12153,0.04321,0.25347,0.06073,0.03125,0.01860,0.13889,0.03274,0.35069,0.04982,0.64208,0.01953,0.05182,0.00418,0.24139,0.00487,0.23668,0.06695
temporal_difference_world_model,stress_06,0.66667,6,48,0.69444,0.05699,0.46875,0.05558,0.49653,0.06560,0.09028,0.03501,0.23958,0.05045,0.02083,0.01576,0.12847,0.04038,0.34722,0.06139,0.64237,0.01958,0.05205,0.00419,0.24028,0.00526,0.32397,0.07955
temporal_difference_world_model,stress_06,0.66667,7,48,0.67708,0.05274,0.47222,0.04895,0.45833,0.05956,0.09028,0.03363,0.27778,0.04991,0.05903,0.02478,0.12153,0.04097,0.43403,0.05304,0.64141,0.01894,0.05198,0.00425,0.24089,0.00486,0.25302,0.07147
temporal_difference_world_model,stress_06,0.66667,8,48,0.67014,0.05712,0.42361,0.05832,0.44444,0.05531,0.07292,0.02735,0.26389,0.05657,0.02083,0.01576,0.12847,0.04154,0.36111,0.05357,0.63972,0.01940,0.05202,0.00422,0.24123,0.00450,0.29822,0.06122
temporal_difference_world_model,stress_06,0.66667,9,48,0.67708,0.04903,0.42014,0.06073,0.45139,0.06594,0.09028,0.04122,0.26389,0.05038,0.02778,0.01776,0.10417,0.03966,0.36806,0.05498,0.64168,0.01923,0.05168,0.00423,0.24126,0.00507,0.30398,0.06398
temporal_difference_world_model,stress_07,0.77778,0,48,0.62847,0.05608,0.38889,0.05943,0.44444,0.06328,0.09028,0.03069,0.27431,0.05282,0.05903,0.02834,0.16667,0.04562,0.41667,0.06668,0.66427,0.02034,0.06309,0.00446,0.24897,0.00500,0.17334,0.06955
temporal_difference_world_model,stress_07,0.77778,1,48,0.64931,0.05259,0.39583,0.06045,0.43750,0.05723,0.08333,0.02918,0.31250,0.05886,0.06597,0.03035,0.12500,0.03951,0.40972,0.06071,0.66353,0.02042,0.06320,0.00446,0.24922,0.00517,0.19976,0.07226
temporal_difference_world_model,stress_07,0.77778,2,48,0.68750,0.05112,0.43750,0.06199,0.44792,0.05848,0.07292,0.02556,0.25694,0.05143,0.03819,0.02003,0.15278,0.04221,0.43750,0.07319,0.66362,0.02049,0.06331,0.00444,0.24829,0.00552,0.27960,0.06788
temporal_difference_world_model,stress_07,0.77778,3,48,0.68403,0.05349,0.37847,0.05480,0.48264,0.06170,0.10417,0.03845,0.25347,0.05237,0.03125,0.01860,0.14583,0.03590,0.37847,0.04838,0.66395,0.02079,0.06318,0.00443,0.24895,0.00508,0.27449,0.06607
temporal_difference_world_model,stress_07,0.77778,4,48,0.71181,0.05650,0.44097,0.05629,0.46528,0.06375,0.10069,0.03605,0.26042,0.05229,0.03472,0.02166,0.12500,0.03829,0.37153,0.05935,0.66428,0.02058,0.06335,0.00445,0.24840,0.00550,0.31005,0.08050
temporal_difference_world_model,stress_07,0.77778,5,48,0.66667,0.05238,0.42361,0.05050,0.45833,0.05956,0.09028,0.03363,0.27083,0.05204,0.05903,0.02478,0.12153,0.04321,0.41667,0.04959,0.66284,0.02037,0.06356,0.00453,0.24843,0.00518,0.24117,0.07103
temporal_difference_world_model,stress_07,0.77778,6,48,0.68403,0.05855,0.42708,0.05319,0.44097,0.05192,0.08333,0.03226,0.30208,0.06278,0.03125,0.01860,0.10069,0.03333,0.34375,0.05363,0.66211,0.02056,0.06339,0.00448,0.24851,0.00476,0.29234,0.06836
temporal_difference_world_model,stress_07,0.77778,7,48,0.70139,0.04956,0.39583,0.05640,0.44792,0.06008,0.08681,0.03368,0.29514,0.05076,0.02431,0.01682,0.10764,0.03950,0.32986,0.04813,0.66341,0.02044,0.06327,0.00452,0.24836,0.00542,0.31408,0.06553
temporal_difference_world_model,stress_07,0.77778,8,48,0.64236,0.04764,0.44097,0.06340,0.48958,0.06028,0.11458,0.03391,0.22222,0.04698,0.05208,0.02209,0.10764,0.03950,0.38889,0.05268,0.66434,0.02043,0.06345,0.00448,0.24947,0.00541,0.24163,0.06832
temporal_difference_world_model,stress_07,0.77778,9,48,0.71528,0.06225,0.44097,0.05544,0.44097,0.05544,0.11111,0.03682,0.19444,0.04798,0.06250,0.03170,0.07986,0.02749,0.32292,0.06554,0.66489,0.02069,0.06322,0.00444,0.24958,0.00517,0.33357,0.07088
temporal_difference_world_model,stress_08,0.88889,0,48,0.65972,0.06148,0.43403,0.06433,0.42361,0.05992,0.09375,0.03356,0.30208,0.05022,0.04861,0.02166,0.14583,0.03966,0.42708,0.06661,0.68528,0.02199,0.07464,0.00465,0.25515,0.00583,0.21134,0.07561
temporal_difference_world_model,stress_08,0.88889,1,48,0.68056,0.05313,0.37847,0.05480,0.45139,0.05324,0.14236,0.04561,0.25347,0.05414,0.02778,0.01776,0.14583,0.03966,0.35417,0.04728,0.68553,0.02194,0.07448,0.00475,0.25595,0.00565,0.25215,0.07426
temporal_difference_world_model,stress_08,0.88889,2,48,0.70833,0.05630,0.41319,0.05671,0.47569,0.06303,0.12500,0.04069,0.27778,0.05531,0.03472,0.02166,0.11806,0.03634,0.36806,0.05832,0.68600,0.02193,0.07490,0.00470,0.25606,0.00543,0.28753,0.07874
temporal_difference_world_model,stress_08,0.88889,3,48,0.67014,0.04911,0.40278,0.04944,0.44792,0.05069,0.07986,0.02916,0.27083,0.05556,0.05556,0.02448,0.14236,0.04125,0.39931,0.04535,0.68482,0.02172,0.07488,0.00475,0.25513,0.00529,0.23612,0.06745
temporal_difference_world_model,stress_08,0.88889,4,48,0.67708,0.05622,0.45139,0.04558,0.44097,0.05458,0.08681,0.03224,0.29861,0.06148,0.03819,0.02430,0.09722,0.03484,0.35417,0.04309,0.68500,0.02175,0.07475,0.00473,0.25563,0.00509,0.27513,0.06781
temporal_difference_world_model,stress_08,0.88889,5,48,0.72222,0.05085,0.36458,0.05297,0.42014,0.06073,0.10417,0.03456,0.30903,0.05146,0.03472,0.02166,0.12847,0.03670,0.32639,0.05234,0.68496,0.02185,0.07467,0.00477,0.25518,0.00567,0.29202,0.06723
temporal_difference_world_model,stress_08,0.88889,6,48,0.65972,0.05050,0.42014,0.05586,0.45486,0.06054,0.14236,0.03766,0.25000,0.05147,0.04861,0.02374,0.14931,0.03403,0.42361,0.05668,0.68589,0.02178,0.07477,0.00477,0.25628,0.00586,0.20762,0.06936
temporal_difference_world_model,stress_08,0.88889,7,48,0.71875,0.06608,0.40625,0.05746,0.39583,0.05204,0.09722,0.03346,0.20833,0.05007,0.06597,0.02875,0.09722,0.03201,0.34722,0.06656,0.68637,0.02174,0.07463,0.00471,0.25618,0.00528,0.31895,0.07749
temporal_difference_world_model,stress_08,0.88889,8,48,0.73958,0.05407,0.38889,0.05177,0.47222,0.05943,0.09722,0.03746,0.25694,0.05584,0.06597,0.02875,0.15278,0.04439,0.32292,0.06183,0.68573,0.02135,0.07458,0.00469,0.25706,0.00534,0.28503,0.07800
temporal_difference_world_model,stress_08,0.88889,9,48,0.68403,0.05774,0.43403,0.05393,0.39583,0.04728,0.12153,0.04321,0.28125,0.05069,0.03819,0.02226,0.10764,0.03828,0.38194,0.05584,0.68596,0.02179,0.07464,0.00479,0.25725,0.00581,0.26609,0.06801
temporal_difference_world_model,stress_09,1.00000,0,48,0.73264,0.05815,0.36806,0.05324,0.46528,0.06522,0.14236,0.04125,0.30556,0.05863,0.04514,0.02117,0.12500,0.03951,0.36111,0.05357,0.70709,0.02287,0.08572,0.00482,0.26263,0.00530,0.27183,0.06456
temporal_difference_world_model,stress_09,1.00000,1,48,0.66667,0.05147,0.39236,0.05458,0.41319,0.05326,0.07986,0.02571,0.29167,0.05713,0.08333,0.03226,0.15625,0.03818,0.38194,0.04453,0.70610,0.02272,0.08580,0.00487,0.26181,0.00554,0.18045,0.07262
temporal_difference_world_model,stress_09,1.00000,2,48,0.66667,0.05587,0.43403,0.04935,0.41319,0.05835,0.06944,0.02891,0.32639,0.06449,0.04167,0.02480,0.10764,0.03702,0.34375,0.04394,0.70682,0.02276,0.08570,0.00484,0.26242,0.00539,0.24673,0.07440
